sample_id,source,question,gold_answer,task_type
musique_0385,musique,Who is the child of the president that was informed of an assassination by George Christian?,Lynda Bird Johnson Robb,compositional
musique_0447,musique,What is Jesper Svenbro's birthplace the capitol of?,Landskrona Municipality,entity
musique_0897,musique,"What did some commentators think of the choice of the first researcher to describe facial expressions as pre-verbal, to change the closing sentence in his book?",some commentators have taken this as a concession to religion that Darwin later ,other
hotpotqa_0740,hotpotqa,The national flag of Ghana designed by Theodosia Okoh was adopted in which year?,1957,temporal
squad_0016,squad,In what year was the College of Engineering at Notre Dame formed?,1920,temporal
hotpotqa_0978,hotpotqa,Where was the NFL draft held in which Kenyatta Walker was selected in the first round by the Tampa Bay Buccaneers?,Theater at Madison Square Garden,entity
musique_0811,musique,What do most consider to be the event that ended the power that originated the idea of representative democracy?,Roman Senate's grant of extraordinary powers to Octavian,compositional
hotpotqa_0505,hotpotqa,"Choi Min-sik, is a South Korean actor, he also starred alongside Scarlett Johansson in Lucy, an English-language French science fiction action film written and directed by who?",Luc Besson,entity
musique_0506,musique,When did the singer to whom a lot of modern pop artists grew up listening drop out of college?,1978,temporal
musique_0763,musique,Who is part of the band that performed the song English Settlement?,Andy Partridge,entity
hotpotqa_0789,hotpotqa,What British man was was wrongly convicted of murdering Jill Dando?,Barry George,entity
musique_0333,musique,What year did the cast member of Captive win best Actress?,2001,temporal
hotpotqa_0118,hotpotqa,The 1976 German Grand Prix was won by a driver who retired in what year?,1979,temporal
musique_0896,musique,Who was the original broadcaster of season 1 of the show featuring a character named Captain Apollo?,Sci-Fi Channel,entity
squad_0381,squad,What was the name of Destiny Child's third album?,Survivor,entity
musique_0410,musique,What is the full name of the agency with a three letter abbreviation that pioneered DNA testing?,Federal Bureau of Investigation,entity
squad_0007,squad,What is the daily student paper at Notre Dame called?,The Observer,entity
musique_0000,musique,When was the institute that owned The Collegian founded?,1960,temporal
squad_0187,squad,The French words Notre Dame du Lac translate to what in English?,Our Lady of the Lake,other
musique_0043,musique,When was the inception of the company that released Poptropica?,1998,temporal
squad_0359,squad,"Destiny's Child song, Killing Time, was included in which film's soundtrack?",Men in Black.,entity
musique_0479,musique,What county is WVFM located in?,Kalamazoo County,entity
squad_0384,squad,"Who did Beyonce star with in the movie, ""Austin Powers in Goldmember""?",Mike Myers,entity
musique_0892,musique,What language was used by the person who broke salt law in Belgaum in 1930?,Gujarati,compositional
squad_0440,squad,Who was Beyonce's duet with in ''Beautiful Liar''?,Shakira,entity
hotpotqa_0893,hotpotqa,"The song ""Good Life"" recorded by G-Eazy and Kehlani appeared on the soundtrack for what  2017 action film directed by F. Gary Gray?",The Fate of the Furious,entity
squad_0479,squad,What song was the sixth first place song for Beyonce?,Telephone,entity
hotpotqa_0397,hotpotqa,What sport did Jack Sock and Raffaella Reggi play?,tennis,entity
hotpotqa_0332,hotpotqa,On which former estate was the venue of Aloha from Hawaii Via Satellite located?,Ward Estate,entity
musique_0158,musique,When did the military which introduced the tank to the battlefields of WWI start using the SA80?,1987,temporal
squad_0461,squad,Beyonce gave her entire salary from Cadillac Records to which organization?,Phoenix House,entity
musique_0858,musique,How many troops did the Turks send to the birthplace of Artyom Shaloyan?,30000,numerical
hotpotqa_0079,hotpotqa,What year was the winner of the 2016 Marrakesh ePrix born?,1988,compositional
hotpotqa_0837,hotpotqa,"Which band-mate of Joe Perry's co-wrote ""Monkey On My Back"" and is known as the ""Demon of Screamin""?",Steven Tyler,entity
hotpotqa_0145,hotpotqa,"The 2000–01 NBA season was the Jazz's 27th season in the National Basketball Association, and 22nd season in Salt Lake City, Utah, after the retirement of Jeff Hornacek, the Jazz signed free agents Jo",Danny Manning,entity
squad_0320,squad,Beyonce is a descendent of what Arcadian leader?,Joseph Broussard,entity
squad_0004,squad,What sits on top of the Main Building at Notre Dame?,a golden statue of the Virgin Mary,entity
hotpotqa_0630,hotpotqa,"Which author is known for her ""Anne of Green Gables"" books: Lucy Maud Montgomery or Jan Karon?",Lucy Maud Montgomery,entity
musique_0002,musique,When was the abolishment of the studio that distributed The Game?,1999,temporal
hotpotqa_0786,hotpotqa,Do Danny Shirley and James Dean Bradfield play in the same band?,no,other
squad_0155,squad,"Notre Dame got a ""B"" for its sustainability practices from which entity?",Sustainable Endowments Institute,entity
musique_0520,musique,Who is the spouse of the last Democratic presidential candidate to win any counties in Oklahoma?,Tipper Gore,compositional
hotpotqa_0808,hotpotqa,What character did Pam Ferris play in the film based on a J.K Rowling novel?,Aunt Marge,entity
musique_0957,musique,who designed the building where The Test of Fire of Moses is located?,Giorgio Vasari,compositional
hotpotqa_0828,hotpotqa,Were both Ted Tetzlaff and David Siegel film actors?,no,other
musique_0789,musique,Why did the person who was stripped of commanding rights by China redeploy his troops?,to defend Seoul,other
hotpotqa_0766,hotpotqa,Dumb Flesh is the third album by whom?,Blanck Mass,entity
squad_0000,squad,To whom did the Virgin Mary allegedly appear in 1858 in Lourdes France?,Saint Bernadette Soubirous,entity
musique_0495,musique,What award was received by the actor who played Glenn Miller in The Glenn Miller Story?,Academy Honorary Award,compositional
musique_0025,musique,What is the record label for the person who sang Beauty and the Beast with Celine Dion?,Capitol Records,compositional
hotpotqa_0026,hotpotqa,"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?",Carol Lawrence,entity
hotpotqa_0008,hotpotqa,"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year?",2006,temporal
musique_0949,musique,When did the owner of Izze change from sugar to corn syrup?,the 1980s,temporal
hotpotqa_0316,hotpotqa,What is the phrase that is commonly used on the day which is observed on 25 April each year?,"""Lest we forget""",entity
hotpotqa_0400,hotpotqa,"The university who was led to six national championships by Paul ""Bear"" Bryant, had its first ever Heisman Trophy winner drafted by what NFL team?",New Orleans Saints,compositional
hotpotqa_0961,hotpotqa,"Who composed the original score and songs of the film based on the play ""The Man Who Was Peter Pan"" by Allan Knee ?",Jan A. P. Kaczmarek,entity
musique_0464,musique,What does the name of the region encompassing Kavar County mean?,Old Persian as Pars,entity
squad_0050,squad,What was the lifespan of John Augustine Zahm?,1851–1921,numerical
hotpotqa_0682,hotpotqa,What town does Bucklow and Trafford have in common?,Partington,compositional
hotpotqa_0147,hotpotqa,In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,1984,compositional
hotpotqa_0984,hotpotqa,"""State of Grace"" and ""I knew You Were Trouble"" were both off of Taylor Swift's ""Red"" album, which song was written by Swift, Max Martin and Shellback?",I Knew You Were Trouble,compositional
musique_0241,musique,In what year was the band that performed Hope created?,2001,temporal
musique_0951,musique,When did the torch visit the place where the National Physical Laboratory is located in India?,April 17,temporal
hotpotqa_0768,hotpotqa,"What South Korean singer-songwriter, actor, writer, and fashion designer, was in the rock band F.T. Island that released their 5th album The Mood?",Lee Hong-gi,entity
hotpotqa_0580,hotpotqa,"James Clark McReynolds (February 3, 1862 – August 24, 1946) was an American lawyer and judge who served as United States Attorney General under President Woodrow Wilson and as an Associate Justice of ",John Calvin Coolidge Jr.,compositional
hotpotqa_0928,hotpotqa,Where is the Peace Palace Library located?,"It is located in The Hague, Netherlands, and was established to support the Perm",entity
hotpotqa_0626,hotpotqa, Charles Runnington was born in a country in southern what?,England,other
hotpotqa_0949,hotpotqa,"What Chicago gang were Charles ""Chuckie"" Anthony Nicoletti and Salvatore ""Mooney Sam"" Giancana, better known as Sam Giancana, apart of?",Outfit,entity
hotpotqa_0779,hotpotqa,Jordan Fished played the role of John Laurens in which Broadway production?,Hamilton,entity
hotpotqa_0526,hotpotqa,"""Just a Lil Bit"" is the third single from 50 Cent's second album, ""The Massacre"", released on which date?","March 3, 2005",temporal
squad_0266,squad,Who is the current president of Notre Dame?,Rev. John Jenkins,entity
musique_0488,musique,Who is married to the former US senator from Tennessee who ran for president in 2000?,Tipper Gore,entity
squad_0240,squad,"Against which opponent did Knute Rockne tell his team to ""win one for the Gipper?""",the Army team,entity
hotpotqa_0312,hotpotqa,Which African-American composer co-wrote Air?,Scott Joplin,entity
musique_0100,musique,"When did the person who said ""I think, therefore I am"" live?",1596-1650,temporal
